epoch,step,train_acc,train_loss
0,49,0.5,0.6931798458099365
0,99,0.53125,0.6923062801361084
0,149,0.53125,0.6921650171279907
0,199,0.5,0.69368577003479
0,249,0.46875,0.6971897482872009
0,299,0.40625,0.6981873512268066
0,349,0.65625,0.667672872543335
0,399,0.4375,0.6947778463363647
0,449,0.65625,0.6859805583953857
0,499,0.5,0.6900418996810913
0,549,0.625,0.6891773343086243
0,599,0.59375,0.6985851526260376
0,649,0.6875,0.6754660606384277
0,699,0.40625,0.6968216896057129
0,749,0.65625,0.6775641441345215
0,799,0.40625,0.7037298679351807
1,849,0.3125,0.7003878951072693
1,899,0.40625,0.7048548460006714
1,949,0.34375,0.7018074989318848
1,999,0.4375,0.6949619650840759
1,1049,0.375,0.7139601111412048
1,1099,0.4375,0.6978343725204468
1,1149,0.6875,0.6849575042724609
1,1199,0.375,0.7040777206420898
1,1249,0.46875,0.6935297250747681
1,1299,0.53125,0.69215327501297
1,1349,0.59375,0.6910039186477661
1,1399,0.5,0.6903221607208252
1,1449,0.375,0.6972258687019348
1,1499,0.46875,0.7029876112937927
1,1549,0.5,0.6939347982406616
1,1599,0.46875,0.6967177391052246
2,1649,0.59375,0.6869977712631226
2,1699,0.59375,0.6891738176345825
2,1749,0.40625,0.695163369178772
2,1799,0.53125,0.6931475400924683
2,1849,0.625,0.6795693635940552
2,1899,0.40625,0.6979271173477173
2,1949,0.5625,0.6911562085151672
2,1999,0.5625,0.6884981393814087
2,2049,0.625,0.6900646686553955
2,2099,0.5,0.694127082824707
2,2149,0.40625,0.6948620676994324
2,2199,0.4375,0.6927858591079712
2,2249,0.46875,0.6976311206817627
2,2299,0.625,0.6903696060180664
2,2349,0.53125,0.693428635597229
2,2399,0.3125,0.7000417113304138
2,2449,0.4375,0.6994719505310059
3,2499,0.4375,0.6936442852020264
3,2549,0.5,0.6923099160194397
3,2599,0.46875,0.6934937238693237
3,2649,0.34375,0.6935847401618958
3,2699,0.40625,0.7023509740829468
3,2749,0.59375,0.6916691660881042
3,2799,0.71875,0.6837719082832336
3,2849,0.375,0.6965386867523193
3,2899,0.71875,0.6900655031204224
3,2949,0.625,0.6924552917480469
3,2999,0.34375,0.6946436166763306
3,3049,0.46875,0.6942256093025208
3,3099,0.53125,0.6917477250099182
3,3149,0.5,0.6897031664848328
3,3199,0.65625,0.6923671960830688
3,3249,0.46875,0.696051836013794
4,3299,0.5,0.6950253844261169
4,3349,0.625,0.688023567199707
4,3399,0.5625,0.6919174790382385
4,3449,0.6875,0.6891052722930908
4,3499,0.46875,0.6974939107894897
4,3549,0.6875,0.6888047456741333
4,3599,0.28125,0.6989914774894714
4,3649,0.46875,0.6935049891471863
4,3699,0.53125,0.6922182440757751
4,3749,0.75,0.6907971501350403
4,3799,0.6875,0.6904127597808838
4,3849,0.375,0.6985019445419312
4,3899,0.625,0.6867958903312683
4,3949,0.21875,0.7492549419403076
4,3999,0.6875,0.6897232532501221
4,4049,0.5625,0.6927365064620972
5,4099,0.65625,0.6853077411651611
5,4149,0.6875,0.6874723434448242
5,4199,0.46875,0.6965538859367371
5,4249,0.625,0.6913251876831055
5,4299,0.5625,0.6914016008377075
5,4349,0.53125,0.6921515464782715
