epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,9,0.6875,0.668167233467102,,
0,,19,0.375,0.7433552742004395,,
0,,29,0.75,0.6410363912582397,,
0,,39,0.59375,0.678949236869812,,
0,,49,0.53125,0.714034914970398,,
0,,59,0.34375,0.8566628694534302,,
0,,69,0.625,0.6586458086967468,,
0,,79,0.21875,0.7699124813079834,,
0,,89,0.34375,0.7131242752075195,,
0,,99,0.46875,0.6986958980560303,,
0,,109,0.375,0.7013081908226013,,
0,,119,0.3125,0.714297890663147,,
0,,129,0.34375,0.6971465349197388,,
0,,139,0.53125,0.6887539625167847,,
0,,149,0.5,0.6973124742507935,,
0,,159,0.46875,0.6962853670120239,,
0,,169,0.4375,0.7015936374664307,,
0,,179,0.5,0.6959017515182495,,
0,,189,0.53125,0.6899818181991577,,
0,,199,0.53125,0.6848887801170349,,
0,,209,0.5625,0.6911197900772095,,
0,,219,0.6875,0.6649967432022095,,
0,,229,0.625,0.6690454483032227,,
0,,239,0.5625,0.6922425031661987,,
0,,249,0.25,0.7051855325698853,,
0,,259,0.5,0.6966196894645691,,
0,,269,0.46875,0.6997793912887573,,
0,,279,0.46875,0.6928167343139648,,
0,,289,0.3125,0.7151094079017639,,
0,,299,0.53125,0.6915423274040222,,
0,,309,0.46875,0.6968308687210083,,
0,,319,0.40625,0.6987401247024536,,
0,,329,0.625,0.6833367943763733,,
0,,339,0.5,0.6971438527107239,,
0,,349,0.65625,0.6856102347373962,,
0,,359,0.53125,0.6872276067733765,,
0,,369,0.4375,0.6984584331512451,,
0,,379,0.5,0.6926895976066589,,
0,,389,0.40625,0.6956740617752075,,
0,,399,0.5625,0.6918781399726868,,
0,,409,0.5,0.6920499801635742,,
0,,419,0.5,0.6908792853355408,,
0,,429,0.5625,0.6928122043609619,,
0,,439,0.375,0.6941484212875366,,
0,,449,0.5625,0.6961723566055298,,
0,,459,0.5,0.6925112009048462,,
0,,469,0.5625,0.6888273358345032,,
0,,479,0.4375,0.6915639042854309,,
0,,489,0.5625,0.6930325031280518,,
0,,499,0.625,0.687470555305481,,
0,,509,0.46875,0.7063543796539307,,
0,,519,0.4375,0.7094196081161499,,
0,,529,0.53125,0.6990717053413391,,
0,,539,0.375,0.718839704990387,,
0,,549,0.34375,0.7072556018829346,,
0,,559,0.59375,0.6905555725097656,,
0,,569,0.5625,0.6824367046356201,,
0,,579,0.40625,0.7088298201560974,,
0,,589,0.5,0.6953825950622559,,
0,,599,0.53125,0.6928521990776062,,
0,,609,0.375,0.7008618712425232,,
0,,619,0.59375,0.6822739839553833,,
0,,629,0.53125,0.694566547870636,,
0,,639,0.625,0.6780593991279602,,
0,,643,,,0.49392008781433105,0.6942829489707947
,0.0009990143508499217,644,,,,
1,,649,0.3125,0.6959449052810669,,
1,,659,0.46875,0.6912018656730652,,
1,,669,0.65625,0.6897909045219421,,
1,,679,0.5,0.6995251178741455,,
1,,689,0.4375,0.7002680897712708,,
1,,699,0.375,0.71580970287323,,
1,,709,0.46875,0.69570392370224,,
1,,719,0.5,0.6906834244728088,,
1,,729,0.75,0.6728019714355469,,
1,,739,0.46875,0.694441556930542,,
1,,749,0.53125,0.6921959519386292,,
1,,759,0.625,0.6896141767501831,,
1,,769,0.4375,0.6936513185501099,,
1,,779,0.46875,0.6923478841781616,,
