epoch,step,train_acc,train_loss
5,4099,0.71875,0.6894568204879761
5,4149,0.65625,0.6890555024147034
5,4199,0.46875,0.6954759359359741
5,4249,0.5625,0.6919419169425964
5,4299,0.5625,0.6915826797485352
5,4349,0.53125,0.6922591328620911
5,4399,0.46875,0.6947009563446045
5,4449,0.53125,0.6918235421180725
5,4499,0.53125,0.6923481822013855
5,4549,0.5,0.6929765939712524
5,4599,0.5625,0.6913270950317383
5,4649,0.59375,0.6905888319015503
5,4699,0.46875,0.6946824789047241
5,4749,0.375,0.6962738633155823
5,4799,0.53125,0.6918393969535828
5,4849,0.34375,0.6950426697731018
5,4899,0.40625,0.6970939636230469
6,4949,0.625,0.6921781897544861
6,4999,0.65625,0.6877513527870178
6,5049,0.5625,0.6911031603813171
6,5099,0.5,0.6932894587516785
6,5149,0.59375,0.6904038786888123
6,5199,0.375,0.6971027851104736
6,5249,0.625,0.6889568567276001
6,5299,0.625,0.688860297203064
6,5349,0.59375,0.6906272172927856
6,5399,0.3125,0.6976890563964844
6,5449,0.8125,0.6861913204193115
6,5499,0.625,0.6898253560066223
6,5549,0.59375,0.6899822950363159
6,5599,0.5,0.6925516724586487
6,5649,0.5,0.6922857761383057
6,5699,0.53125,0.6928817629814148
7,5749,0.5,0.6947489976882935
7,5799,0.46875,0.6931679248809814
7,5849,0.5625,0.692084550857544
7,5899,0.4375,0.6939778327941895
7,5949,0.65625,0.6893236637115479
7,5999,0.59375,0.6907893419265747
7,6049,0.625,0.6895674467086792
7,6099,0.59375,0.6894227862358093
7,6149,0.3125,0.699698805809021
7,6199,0.625,0.6902258396148682
7,6249,0.65625,0.6900607347488403
7,6299,0.625,0.6902757883071899
7,6349,0.59375,0.6899608373641968
7,6399,0.34375,0.6950429677963257
7,6449,0.5,0.6961368918418884
7,6499,0.46875,0.6936782002449036
8,6549,0.5,0.6936492323875427
8,6599,0.375,0.7038127779960632
8,6649,0.53125,0.6937688589096069
8,6699,0.3125,0.6960104703903198
8,6749,0.46875,0.6937727928161621
8,6799,0.625,0.6899521350860596
8,6849,0.375,0.6968066096305847
8,6899,0.40625,0.6972506046295166
8,6949,0.40625,0.6962055563926697
8,6999,0.625,0.6899526119232178
8,7049,0.34375,0.696483850479126
8,7099,0.34375,0.6964941620826721
8,7149,0.625,0.6899514198303223
8,7199,0.75,0.687761664390564
8,7249,0.5,0.693167507648468
8,7299,0.3125,0.6938702464103699
8,7349,0.53125,0.6932075023651123
9,7399,0.34375,0.6941027045249939
9,7449,0.28125,0.704465925693512
9,7499,0.375,0.6945955753326416
9,7549,0.53125,0.6930822134017944
9,7599,0.625,0.6892423629760742
9,7649,0.625,0.6905277967453003
9,7699,0.53125,0.6926126480102539
9,7749,0.53125,0.6925567984580994
9,7799,0.53125,0.6923073530197144
9,7849,0.5,0.693210780620575
9,7899,0.5,0.6933918595314026
9,7949,0.46875,0.6936547756195068
9,7999,0.5,0.6934353709220886
9,8049,0.4375,0.6934307217597961
9,8099,0.53125,0.6930460929870605
9,8149,0.65625,0.6913921236991882
10,8199,0.65625,0.6902936697006226
10,8249,0.65625,0.6910239458084106
10,8299,0.65625,0.691119909286499
10,8349,0.53125,0.6927722096443176
10,8399,0.6875,0.6894583702087402
10,8449,0.5625,0.6933056116104126
10,8499,0.53125,0.6920708417892456
10,8549,0.4375,0.6955040693283081
10,8599,0.53125,0.69167560338974
10,8649,0.4375,0.695441722869873
10,8699,0.59375,0.6913324594497681
10,8749,0.40625,0.6953848600387573
10,8799,0.5,0.6932379007339478
10,8849,0.53125,0.692633330821991
10,8899,0.6875,0.6915823817253113
10,8949,0.40625,0.6934277415275574
11,8999,0.625,0.6874781250953674
11,9049,0.53125,0.696316123008728
11,9099,0.53125,0.6910505294799805
11,9149,0.5,0.6933748126029968
11,9199,0.5625,0.6926440000534058
11,9249,0.34375,0.6966777443885803
11,9299,0.46875,0.6945062279701233
11,9349,0.46875,0.6957556009292603
11,9399,0.53125,0.6923168301582336
11,9449,0.59375,0.6912772059440613
11,9499,0.34375,0.6958779096603394
11,9549,0.4375,0.6947389841079712
11,9599,0.75,0.6876929998397827
11,9649,0.40625,0.697719395160675
11,9699,0.71875,0.6805763244628906
11,9749,0.4375,0.6941041946411133
11,9799,0.40625,0.693732500076294
12,9849,0.5,0.6930527687072754
12,9899,0.4375,0.6948660612106323
12,9949,0.875,0.6854252219200134
12,9999,0.71875,0.688451886177063
12,10049,0.40625,0.6962888836860657
12,10099,0.25,0.7003481984138489
12,10149,0.40625,0.696319580078125
12,10199,0.71875,0.6858842372894287
12,10249,0.3125,0.6993294954299927
12,10299,0.6875,0.6889245510101318
12,10349,0.21875,0.7000593543052673
12,10399,0.5,0.6935518383979797
12,10449,0.375,0.6970495581626892
12,10499,0.34375,0.6953040361404419
12,10549,0.5625,0.6922844648361206
12,10599,0.4375,0.6932183504104614
13,10649,0.46875,0.6930538415908813
13,10699,0.46875,0.6930748224258423
13,10749,0.71875,0.6905503273010254
13,10799,0.65625,0.6915009617805481
13,10849,0.5625,0.6920099258422852
13,10899,0.65625,0.68994140625
13,10949,0.46875,0.6938756108283997
13,10999,0.4375,0.6950570344924927
13,11049,0.46875,0.694180965423584
13,11099,0.375,0.6962488889694214
13,11149,0.59375,0.6914774179458618
13,11199,0.28125,0.6975948214530945
13,11249,0.46875,0.6939713358879089
13,11299,0.53125,0.6928012371063232
13,11349,0.4375,0.6934269070625305
13,11399,0.40625,0.693752110004425
13,11449,0.40625,0.694933295249939
14,11499,0.46875,0.6940087080001831
14,11549,0.375,0.695205569267273
14,11599,0.625,0.6909554600715637
14,11649,0.75,0.6897984743118286
14,11699,0.34375,0.6979358196258545
14,11749,0.53125,0.6925429701805115
14,11799,0.75,0.6854349374771118
14,11849,0.53125,0.6924148201942444
14,11899,0.5,0.6936701536178589
14,11949,0.59375,0.6911746263504028
14,11999,0.5,0.6934455633163452
14,12049,0.59375,0.691211462020874
14,12099,0.5625,0.6915923357009888
14,12149,0.375,0.6938795447349548
14,12199,0.59375,0.6928009390830994
14,12249,0.46875,0.6932925581932068
15,12299,0.21875,0.6942193508148193
15,12349,0.21875,0.6950943470001221
15,12399,0.53125,0.6930023431777954
15,12449,0.375,0.6942317485809326
15,12499,0.625,0.6908016800880432
15,12549,0.625,0.6909911632537842
15,12599,0.625,0.6904352903366089
15,12649,0.40625,0.6956747770309448
15,12699,0.4375,0.6948089003562927
15,12749,0.53125,0.6923688650131226
15,12799,0.65625,0.6905727386474609
15,12849,0.46875,0.6936680674552917
15,12899,0.40625,0.6956663131713867
15,12949,0.375,0.6946970224380493
15,12999,0.28125,0.6954305768013
15,13049,0.34375,0.6939787268638611
16,13099,0.46875,0.6932922601699829
16,13149,0.625,0.6926003098487854
16,13199,0.40625,0.694548487663269
16,13249,0.5,0.6930850744247437
16,13299,0.4375,0.6940205097198486
16,13349,0.40625,0.695101797580719
16,13399,0.46875,0.6943524479866028
16,13449,0.40625,0.6964772343635559
16,13499,0.5,0.6932476162910461
16,13549,0.3125,0.6977637410163879
16,13599,0.625,0.6911619901657104
16,13649,0.53125,0.6923441886901855
16,13699,0.375,0.6967715620994568
16,13749,0.46875,0.693833589553833
16,13799,0.625,0.6920186281204224
16,13849,0.65625,0.692251443862915
16,13899,0.46875,0.6932525038719177
17,13949,0.78125,0.6926054358482361
17,13999,0.46875,0.6935178637504578
17,14049,0.375,0.6947641968727112
17,14099,0.5625,0.6924889087677002
17,14149,0.34375,0.6969401240348816
17,14199,0.59375,0.69110506772995
17,14249,0.59375,0.6911841630935669
17,14299,0.40625,0.6954935789108276
17,14349,0.4375,0.6945916414260864
17,14399,0.53125,0.6927013397216797
17,14449,0.4375,0.6943602561950684
17,14499,0.71875,0.6887074708938599
17,14549,0.4375,0.694585382938385
17,14599,0.71875,0.6914008259773254
17,14649,0.5,0.6931899785995483
17,14699,0.71875,0.6925407648086548
18,14749,0.46875,0.6931313276290894
18,14799,0.5,0.6931301355361938
18,14849,0.71875,0.6908136606216431
18,14899,0.53125,0.6928378343582153
18,14949,0.5625,0.6920481324195862
18,14999,0.46875,0.6937690377235413
18,15049,0.5,0.6932423114776611
18,15099,0.375,0.6962717175483704
18,15149,0.59375,0.6911018490791321
18,15199,0.53125,0.6925232410430908
18,15249,0.28125,0.6971530914306641
18,15299,0.3125,0.6969873905181885
18,15349,0.6875,0.6889013648033142
18,15399,0.28125,0.6964277029037476
18,15449,0.625,0.6917725801467896
18,15499,0.46875,0.6933180689811707
19,15549,0.46875,0.6932092308998108
19,15599,0.5,0.6931564211845398
19,15649,0.46875,0.6934988498687744
19,15699,0.46875,0.6935423612594604
19,15749,0.40625,0.6943678855895996
19,15799,0.5,0.6931629180908203
19,15849,0.5,0.6932079195976257
19,15899,0.375,0.6964281797409058
19,15949,0.53125,0.6924659609794617
19,15999,0.5625,0.6918176412582397
19,16049,0.59375,0.6914899349212646
19,16099,0.65625,0.6902235150337219
19,16149,0.53125,0.6925079822540283
19,16199,0.4375,0.6944559216499329
19,16249,0.625,0.6918636560440063
19,16299,0.34375,0.6944026350975037
19,16349,0.59375,0.6931165456771851
20,16399,0.53125,0.693048894405365
20,16449,0.65625,0.6916420459747314
20,16499,0.53125,0.6927682161331177
20,16549,0.4375,0.6937408447265625
20,16599,0.5625,0.6919679045677185
20,16649,0.3125,0.6967261433601379
20,16699,0.53125,0.6925204992294312
20,16749,0.6875,0.6890646815299988
20,16799,0.59375,0.6912037134170532
20,16849,0.53125,0.6925947666168213
20,16899,0.375,0.6955043077468872
20,16949,0.3125,0.6970876455307007
20,16999,0.34375,0.6967470645904541
20,17049,0.34375,0.6937506198883057
20,17099,0.59375,0.6935526132583618
20,17149,0.375,0.6982012987136841
21,17199,0.3125,0.6997243165969849
21,17249,0.59375,0.6923351287841797
21,17299,0.46875,0.6933297514915466
21,17349,0.4375,0.6936860084533691
21,17399,0.59375,0.6917089819908142
21,17449,0.4375,0.694090723991394
21,17499,0.59375,0.6911916136741638
21,17549,0.4375,0.6945413947105408
21,17599,0.375,0.6964609026908875
21,17649,0.53125,0.6922295689582825
21,17699,0.34375,0.6956756114959717
21,17749,0.65625,0.689507246017456
21,17799,0.5,0.6935063004493713
21,17849,0.4375,0.6931026577949524
21,17899,0.34375,0.6947419047355652
21,17949,0.40625,0.6937761306762695
22,17999,0.625,0.6930417418479919
22,18049,0.5,0.6927645802497864
22,18099,0.78125,0.6897746324539185
22,18149,0.53125,0.6927125453948975
22,18199,0.6875,0.6906738877296448
22,18249,0.5625,0.692401111125946
22,18299,0.40625,0.6951044797897339
22,18349,0.5,0.6931163668632507
22,18399,0.375,0.6965199112892151
22,18449,0.5625,0.6916806101799011
22,18499,0.40625,0.6952754855155945
22,18549,0.53125,0.6929550170898438
22,18599,0.375,0.6963341236114502
22,18649,0.59375,0.6911975741386414
22,18699,0.5625,0.6920448541641235
22,18749,0.75,0.6905215382575989
22,18799,0.53125,0.6929523348808289
23,18849,0.53125,0.6931120157241821
23,18899,0.75,0.6893835663795471
23,18949,0.46875,0.6941432952880859
23,18999,0.5,0.6931864023208618
23,19049,0.3125,0.6974690556526184
23,19099,0.53125,0.6925328373908997
23,19149,0.53125,0.6926566362380981
23,19199,0.5,0.6938416957855225
23,19249,0.28125,0.6960545182228088
23,19299,0.625,0.6905483603477478
23,19349,0.375,0.695849597454071
23,19399,0.5,0.6926959753036499
23,19449,0.53125,0.6929157972335815
23,19499,0.3125,0.6951797008514404
23,19549,0.59375,0.6921700239181519
23,19599,0.59375,0.6918164491653442
24,19649,0.59375,0.6915083527565002
24,19699,0.46875,0.6967936754226685
24,19749,0.625,0.6906293034553528
24,19799,0.40625,0.6937656998634338
24,19849,0.5,0.6924450993537903
24,19899,0.4375,0.692589521408081
24,19949,0.5,0.692909300327301
24,19999,0.34375,0.7054218053817749
24,20049,0.25,0.7015994191169739
24,20099,0.5625,0.6927999258041382
24,20149,0.5,0.6934099197387695
24,20199,0.5,0.6926530003547668
24,20249,0.40625,0.6958608627319336
24,20299,0.5625,0.6931375861167908
24,20349,0.40625,0.6933318376541138
24,20399,0.4375,0.6931933164596558
24,20449,1.0,0.6885425448417664
25,20499,0.375,0.6948774456977844
25,20549,0.5,0.6936171054840088
25,20599,0.46875,0.6931601762771606
25,20649,0.5,0.6921380162239075
25,20699,0.3125,0.6961901187896729
25,20749,0.53125,0.6935075521469116
25,20799,0.65625,0.6880383491516113
25,20849,0.6875,0.6882953643798828
25,20899,0.53125,0.6931556463241577
25,20949,0.375,0.6949259042739868
25,20999,0.6875,0.6908384561538696
25,21049,0.53125,0.69246506690979
25,21099,0.3125,0.6970779895782471
25,21149,0.53125,0.6925850510597229
25,21199,0.40625,0.6936354637145996
25,21249,0.375,0.6943444013595581
26,21299,0.53125,0.6927379965782166
26,21349,0.40625,0.6941139101982117
26,21399,0.4375,0.6935232877731323
26,21449,0.40625,0.6945264339447021
26,21499,0.375,0.6968285441398621
26,21549,0.46875,0.694347083568573
26,21599,0.5625,0.6916762590408325
26,21649,0.5625,0.6916807889938354
26,21699,0.625,0.6898162364959717
26,21749,0.375,0.694517195224762
26,21799,0.65625,0.691685140132904
26,21849,0.4375,0.6941053867340088
26,21899,0.375,0.6968680620193481
26,21949,0.53125,0.6927794814109802
26,21999,0.46875,0.6935495138168335
26,22049,0.53125,0.6927841901779175
27,22099,0.53125,0.6926311254501343
27,22149,0.34375,0.6940701603889465
27,22199,0.40625,0.6945064067840576
27,22249,0.5625,0.6931060552597046
27,22299,0.65625,0.6903581023216248
27,22349,0.59375,0.6920371651649475
27,22399,0.5625,0.6924140453338623
27,22449,0.5625,0.691727340221405
27,22499,0.6875,0.6894384622573853
27,22549,0.5,0.6929165124893188
27,22599,0.5625,0.6917638778686523
27,22649,0.4375,0.6946770548820496
27,22699,0.46875,0.6938350796699524
27,22749,0.375,0.6951805949211121
27,22799,0.53125,0.6929429769515991
27,22849,0.65625,0.6918649673461914
27,22899,0.59375,0.6930974721908569
28,22949,0.46875,0.6931481957435608
28,22999,0.5,0.692776083946228
28,23049,0.5,0.6940057873725891
28,23099,0.375,0.6946433782577515
28,23149,0.40625,0.6943737268447876
28,23199,0.625,0.6913177371025085
28,23249,0.71875,0.6870719194412231
28,23299,0.375,0.6962375640869141
28,23349,0.6875,0.6894556283950806
28,23399,0.375,0.6964248418807983
28,23449,0.3125,0.6966516375541687
28,23499,0.46875,0.6946208477020264
28,23549,0.46875,0.6943005323410034
28,23599,0.5625,0.6929971575737
28,23649,0.3125,0.6941987872123718
28,23699,0.65625,0.6929976344108582
29,23749,0.3125,0.6936848163604736
29,23799,0.5625,0.692494809627533
29,23849,0.53125,0.6929649114608765
29,23899,0.75,0.6913054585456848
29,23949,0.46875,0.6938093900680542
29,23999,0.71875,0.6894558668136597
29,24049,0.28125,0.6973390579223633
29,24099,0.46875,0.6941897869110107
29,24149,0.5,0.6929269433021545
29,24199,0.71875,0.6895774602890015
29,24249,0.6875,0.6900127530097961
29,24299,0.375,0.695367157459259
29,24349,0.625,0.6905465722084045
29,24399,0.78125,0.6900727152824402
29,24449,0.65625,0.6909841299057007
29,24499,0.46875,0.6930663585662842
