epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,9,0.5625,0.6851621270179749,,
0,,19,0.375,0.7110836505889893,,
0,,29,0.71875,0.6626790165901184,,
0,,39,0.625,0.6648278832435608,,
0,,49,0.5,0.6952334642410278,,
0,,59,0.34375,0.786459743976593,,
0,,69,0.625,0.668347954750061,,
0,,79,0.21875,0.7727975249290466,,
0,,89,0.34375,0.7153084874153137,,
0,,99,0.5625,0.6980326175689697,,
0,,109,0.375,0.6982996463775635,,
0,,119,0.46875,0.6967043280601501,,
0,,129,0.53125,0.6902174949645996,,
0,,139,0.5625,0.6819061636924744,,
0,,149,0.5,0.6928508877754211,,
0,,159,0.46875,0.6996947526931763,,
0,,169,0.5,0.6937447190284729,,
0,,179,0.40625,0.6958704590797424,,
0,,189,0.46875,0.6885020732879639,,
0,,199,0.5,0.700199544429779,,
0,,209,0.5625,0.6823586225509644,,
0,,219,0.6875,0.6550396084785461,,
0,,229,0.625,0.664313793182373,,
0,,239,0.53125,0.687646210193634,,
0,,249,0.6875,0.6859349608421326,,
0,,259,0.46875,0.6976458430290222,,
0,,269,0.46875,0.6968989372253418,,
0,,279,0.71875,0.6772646903991699,,
0,,289,0.3125,0.7125295400619507,,
0,,299,0.5625,0.6905204653739929,,
0,,309,0.5,0.692792534828186,,
0,,319,0.5,0.7007203102111816,,
0,,329,0.46875,0.6938064694404602,,
0,,339,0.34375,0.6958537697792053,,
0,,349,0.46875,0.6942675113677979,,
0,,359,0.5625,0.6862330436706543,,
0,,369,0.59375,0.6906494498252869,,
0,,379,0.59375,0.68601393699646,,
0,,389,0.34375,0.7084735631942749,,
0,,399,0.625,0.6799724698066711,,
0,,409,0.6875,0.6843026280403137,,
0,,419,0.4375,0.6969388127326965,,
0,,429,0.625,0.6858148574829102,,
0,,439,0.53125,0.6987664699554443,,
0,,449,0.53125,0.6940646767616272,,
0,,459,0.625,0.6854285001754761,,
0,,469,0.34375,0.707926869392395,,
0,,479,0.5,0.6930478811264038,,
0,,489,0.4375,0.6978279948234558,,
0,,499,0.59375,0.6876393556594849,,
0,,509,0.46875,0.7016355395317078,,
