epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,9,0.5625,0.6881130933761597,,
0,,19,0.5,0.6881539821624756,,
0,,29,0.78125,0.6281431317329407,,
0,,39,0.46875,0.6862534284591675,,
0,,49,0.5,0.7028231620788574,,
0,,59,0.34375,0.8634079098701477,,
0,,69,0.625,0.6631354093551636,,
0,,79,0.3125,0.7315497398376465,,
0,,89,0.375,0.7294331789016724,,
0,,99,0.53125,0.701042652130127,,
0,,109,0.5,0.6919372081756592,,
0,,119,0.34375,0.7046911716461182,,
0,,129,0.4375,0.6939237117767334,,
0,,139,0.5625,0.6858877539634705,,
0,,149,0.53125,0.6943240761756897,,
0,,159,0.4375,0.7076276540756226,,
0,,169,0.46875,0.7008939385414124,,
0,,179,0.625,0.6870954632759094,,
0,,189,0.5625,0.6929486989974976,,
0,,199,0.5625,0.6946866512298584,,
0,,209,0.5625,0.6825645565986633,,
0,,219,0.6875,0.6627240180969238,,
0,,229,0.625,0.6649636030197144,,
0,,239,0.59375,0.6812763214111328,,
0,,249,0.5625,0.6896889805793762,,
0,,259,0.46875,0.7118794322013855,,
0,,269,0.46875,0.6991844773292542,,
0,,279,0.5,0.6898225545883179,,
0,,289,0.40625,0.7052608132362366,,
0,,299,0.59375,0.689237654209137,,
0,,309,0.5,0.6961619257926941,,
0,,319,0.4375,0.693711519241333,,
0,,329,0.71875,0.6814178824424744,,
0,,339,0.5625,0.6873748302459717,,
0,,349,0.625,0.667244017124176,,
0,,359,0.53125,0.6948628425598145,,
0,,369,0.5,0.6874203681945801,,
0,,379,0.5625,0.6850904822349548,,
0,,389,0.34375,0.705089807510376,,
0,,399,0.34375,0.6984443664550781,,
0,,409,0.5625,0.6938519477844238,,
0,,419,0.53125,0.6954054236412048,,
0,,429,0.65625,0.689152717590332,,
0,,439,0.40625,0.6960617303848267,,
0,,449,0.4375,0.6922165751457214,,
0,,459,0.4375,0.6980154514312744,,
0,,469,0.53125,0.6940577030181885,,
0,,479,0.4375,0.6918483376502991,,
0,,489,0.5625,0.6913778185844421,,
0,,499,0.59375,0.6896553635597229,,
0,,509,0.34375,0.707221269607544,,
0,,519,0.53125,0.6919432282447815,,
0,,529,0.65625,0.6882639527320862,,
0,,539,0.40625,0.6971706748008728,,
0,,549,0.6875,0.6857578158378601,,
0,,559,0.59375,0.6902527213096619,,
0,,569,0.53125,0.6970860958099365,,
0,,579,0.46875,0.6922649145126343,,
0,,589,0.3125,0.7031381130218506,,
0,,599,0.53125,0.6883065700531006,,
0,,609,0.5,0.6942739486694336,,
0,,619,0.4375,0.6996514797210693,,
0,,629,0.4375,0.7012516260147095,,
0,,639,0.6875,0.6829237937927246,,
0,,649,0.6875,0.6853364109992981,,
0,,651,,,0.5138004422187805,0.69278484582901
,0.0009990143508499217,652,,,,
1,,659,0.46875,0.6931146383285522,,
1,,669,0.375,0.7002007961273193,,
1,,679,0.625,0.6901013851165771,,
1,,689,0.5625,0.6859904527664185,,
1,,699,0.59375,0.6891337037086487,,
1,,709,0.5,0.6888554692268372,,
1,,719,0.53125,0.6884822845458984,,
1,,729,0.65625,0.6720108985900879,,
1,,739,0.34375,0.7068513631820679,,
1,,749,0.34375,0.7042011022567749,,
1,,759,0.46875,0.6914202570915222,,
1,,769,0.65625,0.681508481502533,,
1,,779,0.59375,0.6884605884552002,,
1,,789,0.375,0.7187935709953308,,
1,,799,0.46875,0.6910011172294617,,
1,,809,0.53125,0.6934126615524292,,
1,,819,0.53125,0.6858412623405457,,
1,,829,0.25,0.7071592211723328,,
1,,839,0.53125,0.6928045153617859,,
1,,849,0.375,0.7028607726097107,,
1,,859,0.5,0.6942754983901978,,
1,,869,0.53125,0.6932218074798584,,
1,,879,0.46875,0.7024274468421936,,
1,,889,0.625,0.680176317691803,,
1,,899,0.34375,0.7113566994667053,,
1,,909,0.53125,0.697232186794281,,
1,,919,0.46875,0.6977741718292236,,
1,,929,0.40625,0.6949694156646729,,
1,,939,0.5625,0.6927844285964966,,
1,,949,0.59375,0.6922177076339722,,
1,,959,0.5625,0.6903859376907349,,
1,,969,0.40625,0.6984204649925232,,
1,,979,0.28125,0.7051037549972534,,
1,,989,0.5625,0.6869226694107056,,
1,,999,0.75,0.6774789690971375,,
1,,1009,0.375,0.720430850982666,,
1,,1019,0.3125,0.7124830484390259,,
1,,1029,0.625,0.6937845945358276,,
1,,1039,0.4375,0.698494553565979,,
1,,1049,0.46875,0.6946999430656433,,
1,,1059,0.4375,0.6911861896514893,,
1,,1069,0.34375,0.6978020071983337,,
1,,1079,0.40625,0.6948820948600769,,
1,,1089,0.4375,0.6964496374130249,,
1,,1099,0.5,0.6933709383010864,,
1,,1109,0.4375,0.6930074095726013,,
1,,1119,0.5625,0.6917001605033875,,
1,,1129,0.375,0.6966210603713989,,
1,,1139,0.5,0.6948776245117188,,
1,,1149,0.4375,0.6968815922737122,,
1,,1159,0.375,0.6981676816940308,,
1,,1169,0.4375,0.6957110166549683,,
1,,1179,0.53125,0.690441370010376,,
1,,1189,0.53125,0.6957767605781555,,
1,,1199,0.5625,0.6893348693847656,,
1,,1209,0.59375,0.6895571947097778,,
1,,1219,0.75,0.689724326133728,,
1,,1229,0.375,0.69890296459198,,
1,,1239,0.46875,0.6979345083236694,,
1,,1249,0.5625,0.6899764537811279,,
1,,1259,0.53125,0.6921274065971375,,
1,,1269,0.40625,0.7010521292686462,,
1,,1279,0.65625,0.6851316094398499,,
1,,1289,0.5,0.6930856704711914,,
1,,1299,0.40625,0.6963403224945068,,
1,,1303,,,0.5138004422187805,0.6928766369819641
,0.0009960612933065818,1304,,,,
2,,1309,0.40625,0.6954116225242615,,
2,,1319,0.625,0.6905093193054199,,
2,,1329,0.4375,0.6951693892478943,,
2,,1339,0.4375,0.6933119297027588,,
2,,1349,0.4375,0.6972377896308899,,
2,,1359,0.40625,0.6999189257621765,,
2,,1369,0.46875,0.6932138800621033,,
2,,1379,0.5,0.6924031972885132,,
2,,1389,0.75,0.6779558658599854,,
2,,1399,0.46875,0.6972885131835938,,
2,,1409,0.5625,0.6920230984687805,,
2,,1419,0.5,0.6906744837760925,,
2,,1429,0.5625,0.6910400390625,,
2,,1439,0.46875,0.6999381184577942,,
2,,1449,0.5,0.696932315826416,,
2,,1459,0.4375,0.696333646774292,,
2,,1469,0.4375,0.6972205638885498,,
2,,1479,0.53125,0.6923205852508545,,
2,,1489,0.4375,0.6952083706855774,,
2,,1499,0.46875,0.6949870586395264,,
2,,1509,0.375,0.6952351927757263,,
2,,1519,0.5625,0.6891330480575562,,
2,,1529,0.5625,0.6887983083724976,,
2,,1539,0.3125,0.7129508256912231,,
2,,1549,0.40625,0.7056405544281006,,
2,,1559,0.5,0.6937478184700012,,
2,,1569,0.4375,0.692923367023468,,
2,,1579,0.40625,0.6956239938735962,,
2,,1589,0.53125,0.6903843283653259,,
2,,1599,0.53125,0.6912679076194763,,
2,,1609,0.375,0.7001813650131226,,
2,,1619,0.46875,0.6940575242042542,,
2,,1629,0.5,0.6931495070457458,,
2,,1639,0.46875,0.6921508312225342,,
2,,1649,0.71875,0.6786580681800842,,
2,,1659,0.40625,0.7076959013938904,,
2,,1669,0.4375,0.7013356685638428,,
2,,1679,0.5,0.6910583972930908,,
2,,1689,0.5,0.6863799095153809,,
2,,1699,0.40625,0.6961146593093872,,
2,,1709,0.46875,0.6973854899406433,,
2,,1719,0.5,0.6917277574539185,,
2,,1729,0.5625,0.6888702511787415,,
2,,1739,0.6875,0.6709946393966675,,
2,,1749,0.40625,0.6975767016410828,,
2,,1759,0.625,0.6827207803726196,,
2,,1769,0.375,0.700766921043396,,
2,,1779,0.4375,0.691791832447052,,
2,,1789,0.5625,0.6911832094192505,,
2,,1799,0.46875,0.6944035291671753,,
2,,1809,0.625,0.690072774887085,,
2,,1819,0.5,0.6930382251739502,,
2,,1829,0.46875,0.6950934529304504,,
2,,1839,0.375,0.7015895843505859,,
2,,1849,0.46875,0.6995348930358887,,
2,,1859,0.375,0.704714834690094,,
2,,1869,0.3125,0.7100673913955688,,
2,,1879,0.3125,0.710180938243866,,
2,,1889,0.53125,0.6930775046348572,,
2,,1899,0.40625,0.6965005397796631,,
2,,1909,0.65625,0.6828749179840088,,
2,,1919,0.46875,0.6917001605033875,,
2,,1929,0.59375,0.6866915822029114,,
2,,1939,0.5,0.6932070255279541,,
2,,1949,0.34375,0.6966014504432678,,
2,,1955,,,0.5138004422187805,0.6929147839546204
,0.00099115248173898,1956,,,,
3,,1959,0.625,0.6904427409172058,,
3,,1969,0.5,0.6941699981689453,,
3,,1979,0.46875,0.6943999528884888,,
3,,1989,0.5625,0.6925716996192932,,
3,,1999,0.5625,0.6876909732818604,,
3,,2009,0.5,0.696364164352417,,
3,,2019,0.40625,0.7016444802284241,,
3,,2029,0.40625,0.7029115557670593,,
3,,2039,0.4375,0.6987970471382141,,
3,,2049,0.5,0.6903202533721924,,
3,,2059,0.78125,0.6775246262550354,,
3,,2069,0.4375,0.6961690187454224,,
3,,2079,0.5,0.6918717622756958,,
3,,2089,0.875,0.6764151453971863,,
3,,2099,0.375,0.7020837664604187,,
3,,2109,0.40625,0.6963716745376587,,
3,,2119,0.4375,0.6942484378814697,,
3,,2129,0.4375,0.695673942565918,,
3,,2139,0.375,0.6963552236557007,,
3,,2149,0.3125,0.6959888935089111,,
3,,2159,0.75,0.6857695579528809,,
3,,2169,0.65625,0.685375988483429,,
3,,2179,0.65625,0.6789522171020508,,
3,,2189,0.40625,0.7015699148178101,,
3,,2199,0.34375,0.7132121324539185,,
3,,2209,0.59375,0.6851089000701904,,
3,,2219,0.5,0.6893854141235352,,
3,,2229,0.5,0.693733811378479,,
3,,2239,0.25,0.7013387680053711,,
3,,2249,0.59375,0.6894077062606812,,
3,,2259,0.375,0.6970326900482178,,
3,,2269,0.5625,0.6938996911048889,,
3,,2279,0.625,0.6871442794799805,,
3,,2289,0.375,0.6979053616523743,,
3,,2299,0.59375,0.689786434173584,,
3,,2309,0.5,0.6932827234268188,,
3,,2319,0.5625,0.690488338470459,,
3,,2329,0.59375,0.6885765194892883,,
3,,2339,0.53125,0.6928915977478027,,
3,,2349,0.3125,0.6995945572853088,,
3,,2359,0.4375,0.6955564618110657,,
3,,2369,0.6875,0.6906293630599976,,
3,,2379,0.5,0.6947588920593262,,
3,,2389,0.4375,0.6941989660263062,,
3,,2399,0.46875,0.6926572322845459,,
3,,2409,0.34375,0.6964514255523682,,
3,,2419,0.53125,0.690152645111084,,
3,,2429,0.5,0.6917614340782166,,
3,,2439,0.3125,0.6975529193878174,,
3,,2449,0.5,0.6922239065170288,,
3,,2459,0.5,0.6914271116256714,,
3,,2469,0.4375,0.6956340670585632,,
3,,2479,0.34375,0.6990770101547241,,
3,,2489,0.46875,0.6943032741546631,,
3,,2499,0.625,0.691486656665802,,
3,,2509,0.40625,0.6945605278015137,,
3,,2519,0.5625,0.6918842792510986,,
3,,2529,0.5,0.6956401467323303,,
3,,2539,0.5625,0.6891288161277771,,
3,,2549,0.625,0.6843618750572205,,
3,,2559,0.40625,0.6968063712120056,,
3,,2569,0.46875,0.6983369588851929,,
3,,2579,0.59375,0.6877118349075317,,
3,,2589,0.40625,0.6975826025009155,,
3,,2599,0.5,0.6924692392349243,,
3,,2607,,,0.5138004422187805,0.6928943991661072
,0.0009843072889837512,2608,,,,
4,,2609,0.34375,0.6977047324180603,,
4,,2619,0.46875,0.6939342617988586,,
4,,2629,0.375,0.6972126364707947,,
4,,2639,0.4375,0.6939957141876221,,
4,,2649,0.375,0.6969260573387146,,
4,,2659,0.375,0.7024238109588623,,
4,,2669,0.59375,0.6894278526306152,,
4,,2679,0.625,0.6893565058708191,,
4,,2689,0.4375,0.6964321732521057,,
4,,2699,0.65625,0.6868204474449158,,
4,,2709,0.5,0.6941317319869995,,
4,,2719,0.4375,0.695735514163971,,
4,,2729,0.34375,0.6954395771026611,,
4,,2739,0.40625,0.6993086338043213,,
4,,2749,0.5625,0.6914717555046082,,
4,,2759,0.53125,0.6918113827705383,,
4,,2769,0.5,0.6941887140274048,,
4,,2779,0.40625,0.6965700387954712,,
4,,2789,0.40625,0.6951072216033936,,
4,,2799,0.5625,0.6907796263694763,,
4,,2809,0.5625,0.6921777725219727,,
4,,2819,0.40625,0.6985530853271484,,
4,,2829,0.625,0.684330403804779,,
4,,2839,0.375,0.70883709192276,,
4,,2849,0.59375,0.6870450377464294,,
4,,2859,0.34375,0.7032079100608826,,
4,,2869,0.4375,0.6949809193611145,,
4,,2879,0.46875,0.6966712474822998,,
4,,2889,0.53125,0.6940517425537109,,
4,,2899,0.375,0.699627697467804,,
4,,2909,0.46875,0.6954212784767151,,
4,,2919,0.46875,0.6942252516746521,,
4,,2929,0.59375,0.6893950700759888,,
4,,2939,0.625,0.6868966817855835,,
4,,2949,0.625,0.6873831748962402,,
4,,2959,0.46875,0.6973339915275574,,
4,,2969,0.40625,0.7027760148048401,,
4,,2979,0.4375,0.6985570788383484,,
4,,2989,0.53125,0.6925309896469116,,
4,,2999,0.5,0.6930768489837646,,
4,,3009,0.59375,0.6916995048522949,,
4,,3019,0.46875,0.6940149068832397,,
4,,3029,0.46875,0.6964589357376099,,
4,,3039,0.59375,0.6915014386177063,,
4,,3049,0.46875,0.695525050163269,,
4,,3059,0.46875,0.6932467222213745,,
4,,3069,0.34375,0.6993825435638428,,
4,,3079,0.46875,0.6935486793518066,,
4,,3089,0.40625,0.6951689124107361,,
4,,3099,0.5,0.6931390762329102,,
4,,3109,0.59375,0.6910045146942139,,
4,,3119,0.4375,0.6983157396316528,,
4,,3129,0.53125,0.692029595375061,,
4,,3139,0.46875,0.6951352953910828,,
4,,3149,0.5,0.6918913125991821,,
4,,3159,0.375,0.6972874402999878,,
4,,3169,0.46875,0.6950414180755615,,
4,,3179,0.53125,0.6930239200592041,,
4,,3189,0.40625,0.696278989315033,,
4,,3199,0.625,0.6890982985496521,,
4,,3209,0.6875,0.6869374513626099,,
4,,3219,0.375,0.7011721134185791,,
4,,3229,0.5,0.6945470571517944,,
4,,3239,0.4375,0.6962674260139465,,
4,,3249,0.5625,0.6914474368095398,,
