epoch,step,train_acc,train_loss
6,5249,0.625,0.6874047517776489
6,5299,0.625,0.6888407468795776
6,5349,0.5625,0.6902715563774109
6,5399,0.40625,0.6958966255187988
6,5449,0.71875,0.6883414387702942
6,5499,0.59375,0.6895463466644287
6,5549,0.625,0.691131055355072
6,5599,0.5625,0.6916476488113403
6,5649,0.625,0.6909651756286621
6,5699,0.53125,0.6918842792510986
7,5749,0.59375,0.6897472143173218
7,5799,0.40625,0.6995604634284973
7,5849,0.4375,0.6937366127967834
7,5899,0.46875,0.6943553686141968
7,5949,0.65625,0.6855448484420776
7,5999,0.625,0.6916359066963196
7,6049,0.625,0.6879670023918152
7,6099,0.59375,0.6888155937194824
7,6149,0.3125,0.7011756300926208
7,6199,0.59375,0.6902739405632019
7,6249,0.65625,0.690708339214325
7,6299,0.625,0.6887599229812622
7,6349,0.5625,0.6907525062561035
7,6399,0.40625,0.693899393081665
7,6449,0.3125,0.6960440874099731
7,6499,0.59375,0.6919680833816528
8,6549,0.4375,0.6950905323028564
8,6599,0.46875,0.6934322714805603
8,6649,0.53125,0.6924566030502319
8,6699,0.34375,0.6970043182373047
8,6749,0.46875,0.6942315101623535
8,6799,0.625,0.6880587935447693
8,6849,0.375,0.6988853812217712
8,6899,0.40625,0.6982046961784363
8,6949,0.40625,0.697327733039856
8,6999,0.625,0.6893500089645386
8,7049,0.34375,0.6957352161407471
8,7099,0.34375,0.6969080567359924
8,7149,0.625,0.6887860298156738
8,7199,0.75,0.6869927644729614
8,7249,0.34375,0.6955235004425049
8,7299,0.40625,0.6946437954902649
8,7349,0.53125,0.690304160118103
9,7399,0.28125,0.6948630809783936
9,7449,0.3125,0.6986603736877441
9,7499,0.375,0.6997694969177246
9,7549,0.5,0.6929917931556702
9,7599,0.625,0.6880072951316833
9,7649,0.625,0.6893227100372314
9,7699,0.53125,0.6923179626464844
9,7749,0.53125,0.6922171711921692
9,7799,0.53125,0.6922299861907959
9,7849,0.5,0.6929055452346802
9,7899,0.53125,0.6923367381095886
9,7949,0.46875,0.6936241388320923
9,7999,0.5,0.6922131776809692
9,8049,0.625,0.6909900307655334
9,8099,0.53125,0.6931836009025574
9,8149,0.6875,0.6901279091835022
10,8199,0.6875,0.6914556622505188
10,8249,0.625,0.6902839541435242
10,8299,0.65625,0.690029501914978
10,8349,0.5,0.692969024181366
10,8399,0.6875,0.6885754466056824
10,8449,0.5625,0.6912222504615784
10,8499,0.53125,0.6921579837799072
10,8549,0.4375,0.6960279941558838
10,8599,0.53125,0.6922314167022705
10,8649,0.4375,0.6948757767677307
10,8699,0.59375,0.6909574866294861
10,8749,0.40625,0.6952002644538879
10,8799,0.5,0.6938183307647705
10,8849,0.59375,0.6915647387504578
10,8899,0.65625,0.6798353791236877
10,8949,0.71875,0.6891945600509644
11,8999,0.34375,0.7000872492790222
11,9049,0.40625,0.6934223175048828
11,9099,0.5,0.6937859058380127
11,9149,0.53125,0.6925016641616821
11,9199,0.5625,0.6914910674095154
11,9249,0.34375,0.6992813944816589
11,9299,0.46875,0.6943689584732056
11,9349,0.46875,0.694364070892334
11,9399,0.53125,0.6921718716621399
11,9449,0.59375,0.689947247505188
11,9499,0.34375,0.6969162821769714
11,9549,0.4375,0.6947582960128784
11,9599,0.75,0.6859308481216431
11,9649,0.59375,0.6915023326873779
11,9699,0.625,0.6921712160110474
11,9749,0.46875,0.6933492422103882
11,9799,0.53125,0.6925404667854309
12,9849,0.59375,0.693217933177948
12,9899,0.4375,0.6961483359336853
12,9949,0.875,0.6868100762367249
12,9999,0.71875,0.6902719736099243
12,10049,0.40625,0.6962575912475586
12,10099,0.25,0.6998215317726135
12,10149,0.40625,0.6960259079933167
12,10199,0.71875,0.6865797638893127
12,10249,0.3125,0.6989766359329224
12,10299,0.6875,0.6886328458786011
12,10349,0.21875,0.6987881064414978
12,10399,0.5,0.6929969787597656
12,10449,0.375,0.6973298788070679
12,10499,0.34375,0.6948292255401611
12,10549,0.53125,0.6927711367607117
12,10599,0.46875,0.6930785775184631
13,10649,0.5625,0.692836344242096
13,10699,0.5,0.6934335231781006
13,10749,0.6875,0.6895331144332886
13,10799,0.65625,0.6915879845619202
13,10849,0.5625,0.69195556640625
13,10899,0.65625,0.6892436146736145
13,10949,0.46875,0.694368839263916
13,10999,0.4375,0.6975570321083069
13,11049,0.46875,0.6940445899963379
13,11099,0.375,0.696209192276001
13,11149,0.59375,0.6915395855903625
13,11199,0.28125,0.6976761817932129
13,11249,0.46875,0.6944677233695984
13,11299,0.53125,0.6929994821548462
13,11349,0.40625,0.6937835216522217
13,11399,0.4375,0.6938814520835876
13,11449,0.4375,0.693922758102417
14,11499,0.46875,0.6935158371925354
14,11549,0.375,0.6952547430992126
14,11599,0.625,0.6903347969055176
14,11649,0.75,0.6902675628662109
14,11699,0.34375,0.6986423134803772
14,11749,0.53125,0.692394495010376
14,11799,0.75,0.685577392578125
14,11849,0.53125,0.6921372413635254
14,11899,0.5,0.6932016015052795
14,11949,0.59375,0.6911004781723022
14,11999,0.5,0.6930295825004578
14,12049,0.59375,0.6906312704086304
14,12099,0.5625,0.6916284561157227
14,12149,0.375,0.694011926651001
14,12199,0.5625,0.6929070949554443
14,12249,0.46875,0.6932508945465088
15,12299,0.28125,0.6944303512573242
15,12349,0.21875,0.695447564125061
15,12399,0.53125,0.6925549507141113
15,12449,0.375,0.6945770382881165
15,12499,0.625,0.6901227235794067
15,12549,0.625,0.6902875304222107
15,12599,0.625,0.6901440620422363
15,12649,0.40625,0.6961131691932678
15,12699,0.4375,0.695000410079956
15,12749,0.53125,0.6926344633102417
15,12799,0.65625,0.6900856494903564
15,12849,0.46875,0.6939928531646729
15,12899,0.40625,0.6958964467048645
15,12949,0.375,0.6946787238121033
15,12999,0.28125,0.6951363682746887
15,13049,0.34375,0.6936197280883789
16,13099,0.375,0.6938836574554443
16,13149,0.65625,0.6928227543830872
16,13199,0.40625,0.6943197846412659
16,13249,0.5,0.6932875514030457
16,13299,0.4375,0.6941409707069397
16,13349,0.40625,0.6951660513877869
16,13399,0.46875,0.6940558552742004
16,13449,0.40625,0.6962457895278931
16,13499,0.5,0.6931369304656982
16,13549,0.3125,0.6980292797088623
16,13599,0.625,0.6909021139144897
16,13649,0.53125,0.6925539374351501
16,13699,0.375,0.6964106559753418
16,13749,0.46875,0.6938257217407227
16,13799,0.625,0.6919958591461182
16,13849,0.65625,0.6924228072166443
16,13899,0.5625,0.6931406855583191
17,13949,0.78125,0.692459225654602
17,13999,0.46875,0.6935336589813232
17,14049,0.375,0.6951475143432617
17,14099,0.5625,0.6924899816513062
17,14149,0.34375,0.6968110203742981
17,14199,0.59375,0.6910156011581421
17,14249,0.59375,0.6908881664276123
17,14299,0.40625,0.6954706907272339
17,14349,0.4375,0.694606602191925
17,14399,0.53125,0.6925713419914246
17,14449,0.4375,0.69436115026474
17,14499,0.71875,0.6884552836418152
17,14549,0.4375,0.6946573257446289
17,14599,0.71875,0.6912717819213867
17,14649,0.5,0.6931759119033813
17,14699,0.5625,0.6932237148284912
18,14749,0.59375,0.6932011246681213
18,14799,0.5,0.6931530237197876
18,14849,0.71875,0.6906726360321045
18,14899,0.53125,0.6927663683891296
18,14949,0.5625,0.6920953989028931
18,14999,0.46875,0.6938091516494751
18,15049,0.5,0.6931604743003845
18,15099,0.375,0.6963450908660889
18,15149,0.59375,0.69098299741745
18,15199,0.53125,0.6925361156463623
18,15249,0.28125,0.6972597241401672
18,15299,0.3125,0.697086751461029
18,15349,0.6875,0.688768744468689
18,15399,0.28125,0.6965917348861694
18,15449,0.625,0.6917442679405212
18,15499,0.46875,0.6933611631393433
19,15549,0.59375,0.688021183013916
19,15599,0.53125,0.6949511766433716
19,15649,0.46875,0.6915780901908875
19,15699,0.5,0.6951153874397278
19,15749,0.40625,0.6961266994476318
19,15799,0.5,0.6904915571212769
19,15849,0.5,0.6941484212875366
19,15899,0.375,0.7010868191719055
19,15949,0.53125,0.6931530833244324
19,15999,0.5625,0.6920439600944519
19,16049,0.53125,0.692713737487793
19,16099,0.53125,0.6920422911643982
19,16149,0.53125,0.6913981437683105
19,16199,0.4375,0.6939657330513
19,16249,0.4375,0.6942746639251709
19,16299,0.65625,0.6910937428474426
19,16349,0.53125,0.6926034688949585
20,16399,0.46875,0.6937646865844727
20,16449,0.65625,0.6929559707641602
20,16499,0.53125,0.6930755376815796
20,16549,0.4375,0.6939307451248169
20,16599,0.5625,0.692334771156311
20,16649,0.3125,0.6961336135864258
20,16699,0.53125,0.69267737865448
20,16749,0.6875,0.6896785497665405
20,16799,0.59375,0.6917033195495605
20,16849,0.53125,0.6926922798156738
20,16899,0.375,0.6950511932373047
20,16949,0.3125,0.6962087154388428
20,16999,0.34375,0.6962802410125732
20,17049,0.59375,0.6924850940704346
20,17099,0.40625,0.6938849687576294
20,17149,0.40625,0.6936022043228149
21,17199,0.3125,0.6943874359130859
21,17249,0.59375,0.6921099424362183
21,17299,0.53125,0.6928603053092957
21,17349,0.4375,0.6938487887382507
21,17399,0.65625,0.6911026835441589
21,17449,0.4375,0.6943179368972778
21,17499,0.59375,0.6915429830551147
21,17549,0.4375,0.6947372555732727
21,17599,0.375,0.6960271000862122
21,17649,0.53125,0.6926630139350891
21,17699,0.34375,0.6961499452590942
21,17749,0.65625,0.6900576949119568
21,17799,0.5,0.693156898021698
21,17849,0.46875,0.6937764883041382
21,17899,0.34375,0.6949942708015442
21,17949,0.375,0.6941583752632141
22,17999,0.46875,0.693365216255188
22,18049,0.5,0.6930708885192871
22,18099,0.78125,0.6900033950805664
22,18149,0.53125,0.6926644444465637
22,18199,0.6875,0.6907787322998047
22,18249,0.5625,0.6920009255409241
22,18299,0.40625,0.6951427459716797
22,18349,0.5,0.6931673884391785
22,18399,0.375,0.6961023211479187
22,18449,0.5625,0.6918852925300598
22,18499,0.40625,0.6947898864746094
22,18549,0.53125,0.6926717162132263
22,18599,0.375,0.6962227821350098
22,18649,0.59375,0.6912400126457214
22,18699,0.5625,0.6924521327018738
22,18749,0.71875,0.69156813621521
22,18799,0.5625,0.6931324005126953
23,18849,0.53125,0.6930138468742371
23,18899,0.75,0.6904739737510681
23,18949,0.46875,0.6936731338500977
23,18999,0.5,0.6931478977203369
23,19049,0.3125,0.6969628930091858
23,19099,0.53125,0.6926913261413574
23,19149,0.53125,0.6924825310707092
23,19199,0.5,0.6932041049003601
23,19249,0.28125,0.6979248523712158
23,19299,0.625,0.6908435821533203
23,19349,0.375,0.6955521106719971
23,19399,0.5,0.6928575038909912
23,19449,0.53125,0.6924406886100769
23,19499,0.3125,0.6952593326568604
23,19549,0.625,0.691891074180603
23,19599,0.21875,0.6949288845062256
24,19649,0.625,0.6926760077476501
24,19699,0.5,0.6931849122047424
24,19749,0.6875,0.6909676790237427
24,19799,0.46875,0.6935545802116394
24,19849,0.53125,0.6926621794700623
24,19899,0.53125,0.6925497651100159
24,19949,0.46875,0.6938180923461914
24,19999,0.3125,0.6977458000183105
24,20049,0.25,0.6988042593002319
24,20099,0.5625,0.6919604539871216
24,20149,0.59375,0.6914358735084534
24,20199,0.65625,0.690193235874176
24,20249,0.4375,0.6945768594741821
24,20299,0.5,0.6931244730949402
24,20349,0.34375,0.695039689540863
24,20399,0.28125,0.6954378485679626
24,20449,0.0,0.6958491206169128
25,20499,0.5,0.6931060552597046
25,20549,0.5,0.6931666135787964
25,20599,0.4375,0.6940242052078247
25,20649,0.5,0.6931467652320862
25,20699,0.3125,0.6968498826026917
25,20749,0.53125,0.6925714015960693
25,20799,0.65625,0.6897099018096924
25,20849,0.6875,0.689096212387085
25,20899,0.53125,0.6925898790359497
25,20949,0.4375,0.6943920850753784
25,20999,0.6875,0.6896615028381348
25,21049,0.53125,0.6924982666969299
25,21099,0.3125,0.6970885396003723
25,21149,0.59375,0.6920113563537598
25,21199,0.34375,0.6946566700935364
25,21249,0.59375,0.6927515864372253
26,21299,0.4375,0.6935296058654785
26,21349,0.40625,0.6941990852355957
26,21399,0.40625,0.6943493485450745
26,21449,0.34375,0.6949833631515503
26,21499,0.375,0.6954351663589478
26,21549,0.46875,0.6937432289123535
26,21599,0.65625,0.69010329246521
26,21649,0.5625,0.6919023990631104
26,21699,0.625,0.6905704736709595
26,21749,0.375,0.6956343054771423
26,21799,0.65625,0.6904014348983765
26,21849,0.4375,0.6943697333335876
26,21899,0.375,0.6959182024002075
26,21949,0.53125,0.6926994919776917
26,21999,0.5,0.6931896805763245
26,22049,0.53125,0.6928507089614868
27,22099,0.5,0.6931323409080505
27,22149,0.375,0.6942381858825684
27,22199,0.40625,0.6942545175552368
27,22249,0.5625,0.692421555519104
27,22299,0.625,0.6913840770721436
27,22349,0.59375,0.6916304230690002
27,22399,0.5625,0.6920168995857239
27,22449,0.5625,0.6918178200721741
27,22499,0.6875,0.6892706751823425
27,22549,0.5,0.6931678056716919
27,22599,0.5625,0.6920996904373169
27,22649,0.4375,0.6943212151527405
27,22699,0.46875,0.6938518285751343
27,22749,0.375,0.6954491138458252
27,22799,0.53125,0.6928077340126038
27,22849,0.6875,0.6913268566131592
27,22899,0.5625,0.6927644610404968
28,22949,0.4375,0.6936389803886414
28,22999,0.5,0.6931769847869873
28,23049,0.5,0.6931851506233215
28,23099,0.375,0.694711446762085
28,23149,0.40625,0.6949052214622498
28,23199,0.625,0.6909893155097961
28,23249,0.71875,0.6889859437942505
28,23299,0.375,0.6957085132598877
28,23349,0.6875,0.6895712614059448
28,23399,0.375,0.6954485177993774
28,23449,0.3125,0.6965159773826599
28,23499,0.46875,0.6937809586524963
28,23549,0.46875,0.6938375234603882
28,23599,0.53125,0.6929137706756592
28,23649,0.3125,0.6952977180480957
28,23699,0.53125,0.6929829716682434
29,23749,0.5,0.6931790709495544
29,23799,0.625,0.6917795538902283
29,23849,0.5625,0.6924495100975037
29,23899,0.75,0.6900094747543335
29,23949,0.46875,0.694397509098053
29,23999,0.71875,0.6881995797157288
29,24049,0.28125,0.6998041868209839
29,24099,0.46875,0.6939666867256165
29,24149,0.5,0.6933801770210266
29,24199,0.71875,0.6889668703079224
29,24249,0.6875,0.689832329750061
29,24299,0.375,0.6954966187477112
29,24349,0.625,0.690525472164154
29,24399,0.78125,0.6893413066864014
29,24449,0.65625,0.6911531090736389
29,24499,0.5,0.6936774849891663
